Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,iv_30d,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts,Snapshot_Age_Hours,iv_surface_source,iv_surface_date,iv_surface_age_days,history_depth_ok,iv_data_stale,regime_confidence,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call_hist,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,iv_rank_252d,iv_percentile_252d,iv_history_count,iv_index_30d_hist,IV_30_D_Call,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20,Price_vs_SMA50,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,intraday_range_pct,gap_pct,intraday_position_pct,compression_tag,gap_tag,intraday_position_tag,pct_from_52w_high,pct_from_52w_low,52w_range_position,52w_regime_tag,52w_strategy_context,net_change,net_percent_change,momentum_tag,entry_timing_context,days_to_earnings,earnings_proximity_flag,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol
CACC,2026-01-09 11:24:56.717189,2026-01-09,,schwab,474.115,107763.0,lastPrice,1767986402594,1767986344560,352.157,True,OPEN,OK,COMPUTED,45.395,21.119875039087344,19.256241888052923,22.375866888833247,38.872905682532085,41.49248060637083,21.119875039087344,19.256241888052923,22.375866888833247,38.872905682532085,41.49248060637083,41.21070278059596,39.562076332132015,38.39821809231584,-1.2559918497459035,Normal_Compression,478.72,461.65,466.88,466.22,560.0,401.9,7.895,1.69340655,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,48.022,,,,,,,,,,,,,,,,,,,,,,,,,8,,45.395,,Unknown,Unknown,Falling,,False,Unknown,Bullish,3.3626738914682917,5.459207102937894,Rising,19.51260583129482,63.61686208212903,Moderate,22.614453704316755,True,0.49817058496126787,Ascending Triangle,63.0,,,False,23.019133111166756,Bullish,Unknown,3.6003923098826336,0.14156406846552444,73.02284710017571,NORMAL,NO_GAP,NEAR_HIGH,15.336607142857142,17.968400099527255,45.676786843769776,MID_RANGE,NEUTRAL,7.895,1.69340655,NORMAL,MODERATE,20.0,False,45.395,22.375866888833247,23.019133111166756,,,,,102.87482145621152,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
MSFT,2026-01-09 11:24:56.717189,2026-01-09,,schwab,478.515,10949535.0,lastPrice,1767986456278,1767986455643,241.074,True,OPEN,OK,COMPUTED,27.032,15.796721425735944,14.287541528446216,18.48687978316811,19.221098029551076,18.359724919353003,15.796721425735944,14.287541528446216,18.48687978316811,19.221098029551076,18.359724919353003,18.293350931500164,17.263167167258526,19.305349805651957,-2.690158357432166,Normal_Compression,479.26,472.2001,474.06,478.11,555.45,344.79,0.405,0.08470854,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.03571428571428571,,,,29.632,,,,,,,,,,,,,,,,,,,,,,,,,9,,27.032,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-0.46199029834666044,-2.2645224335002427,Stable,14.776094505279525,43.99282618396048,Weak,15.888897190410312,True,0.5877810443330242,Double Bottom,70.0,,,False,8.54512021683189,Bearish,Unknown,1.475376947431109,0.8470853987576105,89.44744259833698,NORMAL,NO_GAP,NEAR_HIGH,13.850931677018643,38.78447750804837,63.47906579322128,MID_RANGE,NEUTRAL,0.405,0.08470854,FLAT_DAY,EARLY,20.0,False,27.032,18.48687978316811,8.54512021683189,,,,,46.22262013415607,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
NOC,2026-01-09 11:24:56.717189,2026-01-09,,schwab,616.685,831360.0,lastPrice,1767986435244,1767986432167,264.55,True,OPEN,OK,COMPUTED,25.445,47.25657422020032,35.75130172137854,33.25335901188461,26.32060635226224,23.784464385967983,47.25657422020032,35.75130172137854,33.25335901188461,26.32060635226224,23.784464385967983,24.80940277958965,24.39238471382443,23.636729160523178,14.003215208315709,Normal_Expansion,618.6699,590.68,590.68,590.79,640.901,426.24,25.895,4.38311414,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,26.605,,,,,,,,,,,,,,,,,,,,,,,,,8,,25.445,,Unknown,Unknown,Rising,,False,Unknown,Bullish,6.622421937167953,8.63120702159244,Rising,27.358816247164278,68.27765405440793,Strong,48.042798413935905,True,1.8881036908601259,Ascending Triangle,63.0,Bullish Engulfing,Moderate,False,-7.808359011884612,Bullish,Unknown,4.5387677663637085,0.01861913708763074,92.90851342805784,NORMAL,NO_GAP,NEAR_HIGH,3.7784306780610435,44.68022710210209,88.71895686687381,MID_RANGE,NEUTRAL,25.895,4.38311414,STRONG_UP_DAY,LATE_LONG,18.0,False,25.445,33.25335901188461,7.808359011884612,,,,,-23.481414341011195,,,,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
KNSL,2026-01-09 11:24:56.717189,2026-01-09,,schwab,395.28,111685.0,lastPrice,1767986434398,1767986408572,288.145,True,OPEN,OK,COMPUTED,42.184,22.985147546890776,26.920087191686353,29.99105820155211,35.089666784336174,34.46069789868067,22.985147546890776,26.920087191686353,29.99105820155211,35.089666784336174,34.46069789868067,32.340239561339715,31.107741456854548,37.45903546235488,-7.005910654661335,Normal,414.5132,393.63,413.31,411.14,512.76,349.0,-15.86,-3.85756677,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,40.12,,,,,,,,,,,,,,,,,,,,,,,,,8,,42.184,,Unknown,Unknown,Falling,,False,Unknown,Bullish,0.6675304905821193,2.322455493175196,Stable,36.24954536660188,51.326634546441426,Strong,27.05046732326287,True,0.6412494624327439,,0.0,,,False,12.192941798447887,Bullish,Unknown,5.283141064561827,0.5278007491365511,7.901087955868729,EXPANSION,NO_GAP,NEAR_LOW,22.911303533816994,13.260744985673345,28.260869565217376,MID_RANGE,NEUTRAL,-15.86,-3.85756677,STRONG_DOWN_DAY,LATE_SHORT,-78.0,False,42.184,29.99105820155211,12.192941798447887,,,,,40.65525703196719,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
LIN,2026-01-09 11:24:56.717189,2026-01-09,,schwab,443.7,899052.0,lastPrice,1767986452624,1767986453854,242.863,True,OPEN,OK,COMPUTED,19.487,9.915274154488769,15.889643624335765,17.425199159777986,17.998636418875083,16.97599206260926,9.915274154488769,15.889643624335765,17.425199159777986,17.998636418875083,16.97599206260926,15.682930061325283,15.175471440226268,15.043496840034091,-7.509925005289217,Normal,444.5599,437.17,437.82,439.69,486.38,387.78,4.01,0.91200619,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,19.91,,,,,,,,,,,,,,,,,,,,,,,,,8,,19.487,,Unknown,Unknown,Falling,,False,Unknown,Bullish,4.248411256591772,6.35519507988134,Falling,40.037030580542606,85.11059541390111,Strong,10.385119351093591,True,0.5329255068042075,Double Bottom,70.0,,,False,2.0618008402220127,Bullish,Unknown,1.6655172413793131,0.4252996429302473,88.36384795464028,NORMAL,NO_GAP,NEAR_HIGH,8.775031868086684,14.42054773325082,56.71399594320488,MID_RANGE,NEUTRAL,4.01,0.91200619,NORMAL,MODERATE,,False,19.487,17.425199159777986,2.0618008402220127,,,,,11.832294261411944,,,,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
CACI,2026-01-09 11:24:56.717189,2026-01-09,,schwab,600.91,203443.0,lastPrice,1767986441932,1767986424784,271.933,True,OPEN,OK,COMPUTED,35.623,38.70852889036507,33.56715939708638,29.66074659915771,34.56910790025627,32.17919846943346,38.70852889036507,33.56715939708638,29.66074659915771,34.56910790025627,32.17919846943346,31.464586031567265,30.219615023160408,31.152053549359373,9.047782291207362,Normal,607.12,581.85,585.36,584.09,632.77,318.595,16.82,2.8796932,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,37.62,,,,,,,,,,,,,,,,,,,,,,,,,8,,35.623,,Unknown,Unknown,Rising,,False,Unknown,Bullish,7.371362253411065,3.5028610834835376,Stable,45.974879824481484,71.55053350513293,Strong,37.53519563107143,True,1.053678680377044,,0.0,,,False,5.962253400842286,Bullish,Unknown,4.20528864555424,0.21743224503072844,75.42540561931126,NORMAL,NO_GAP,NEAR_HIGH,5.035004820076808,88.6125017655644,89.85915492957746,MID_RANGE,NEUTRAL,16.82,2.8796932,STRONG_UP_DAY,LATE_LONG,,False,35.623,29.66074659915771,5.962253400842286,,,,,20.10149468392545,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
LMT,2026-01-09 11:24:56.717189,2026-01-09,,schwab,544.5,1772144.0,lastPrice,1767986451646,1767986444894,251.823,True,OPEN,OK,COMPUTED,28.37,44.57076174019585,33.531980408304754,31.423233495734763,27.322337235512155,23.73024145073653,44.57076174019585,33.531980408304754,31.423233495734763,27.322337235512155,23.73024145073653,27.50428273750974,27.441203394200585,26.34786841011639,13.147528244461084,Normal_Expansion,544.81,525.88,525.88,518.44,544.81,410.11,26.06,5.02661832,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.03968253968253968,,,,28.044,,,,,,,,,,,,,,,,,,,,,,,,,10,,28.37,,Unknown,Unknown,Rising,,False,Unknown,Bullish,10.574109183144422,14.738091194359162,Rising,23.264223586887088,75.80851055540717,Moderate,45.51733073117188,True,1.6044177205206867,,0.0,,,False,-3.053233495734762,Bullish,Unknown,3.4765840220385584,1.435074454131614,98.36238774432147,NORMAL,NO_GAP,NEAR_HIGH,0.05690057084120068,32.76925702860208,99.76985894580554,NEAR_52W_HIGH,MOMENTUM,26.06,5.02661832,STRONG_UP_DAY,LATE_LONG,,False,28.37,31.423233495734763,3.053233495734762,,,,,-9.716484129964515,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ULTA,2026-01-09 11:24:56.717189,2026-01-09,,schwab,668.025,410082.0,lastPrice,1767986450924,1767986455587,241.13,True,OPEN,OK,COMPUTED,27.252,18.781737142843905,20.8471140502991,40.044312016729464,33.89883802033149,30.575617514132,18.781737142843905,20.8471140502991,40.044312016729464,33.89883802033149,30.575617514132,32.36737780449616,29.972577127004136,31.74733596429025,-21.26257487388556,High_Contraction,675.65,657.0,657.3,657.46,675.65,309.01,10.565,1.60694187,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.03968253968253968,,,,28.095,,,,,,,,,,,,,,,,,,,,,,,,,10,,27.252,,Unknown,Unknown,Falling,,False,Unknown,Bullish,8.470014737777792,17.929168608163295,Stable,56.417734210966024,85.58327680813915,Strong,19.067231526646548,True,0.6996635669545923,Double Bottom,70.0,,,False,-12.792312016729465,Bullish,Unknown,2.791811683694469,0.024336081282523934,59.115281501340434,NORMAL,NO_GAP,MID_RANGE,1.128542884629616,116.18232419662795,97.92030329478507,NEAR_52W_HIGH,MOMENTUM,10.565,1.60694187,NORMAL,MODERATE,-36.0,False,27.252,40.044312016729464,12.792312016729465,,,,,-31.945390924396882,,,,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
DPZ,2026-01-09 11:24:56.717189,2026-01-09,,schwab,405.71,245881.0,lastPrice,1767986437863,1767986339804,356.913,True,OPEN,OK,COMPUTED,28.344,21.71010062511404,22.4673756340365,21.071741126493414,20.99846884291478,21.24735303792411,21.71010062511404,22.4673756340365,21.071741126493414,20.99846884291478,21.24735303792411,22.891777360133563,22.50678352307764,21.478492771220456,0.6383594986206269,Normal_Compression,409.0,402.38,405.83,406.58,500.55,392.89,-0.87,-0.21398003,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,25.908,,,,,,,,,,,,,,,,,,,,,,,,,8,,28.344,,Unknown,Unknown,Stable,,False,Unknown,Bearish,-4.234634833388324,-2.2786167454149444,Falling,41.530743386906686,22.184602842061267,Strong,21.57431514766592,True,0.7611598626752017,,0.0,,,False,7.272258873506587,Bearish,Unknown,1.6317073771906054,0.1844655418367849,50.302114803625095,NORMAL,NO_GAP,MID_RANGE,18.94715812606134,3.2629998218330813,11.907858071707217,NEAR_52W_LOW,CONTRARIAN,-0.87,-0.21398003,FLAT_DAY,EARLY,-87.0,False,28.344,21.071741126493414,7.272258873506587,,,,,34.511903073653485,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDS,2026-01-09 11:24:56.717189,2026-01-09,,schwab,294.16,208330.0,lastPrice,1767986416515,1767986437660,259.057,True,OPEN,OK,COMPUTED,29.212,16.797300702054496,37.570952990098824,32.94719544275351,33.925598988280505,37.15362631471202,16.797300702054496,37.570952990098824,32.94719544275351,33.925598988280505,37.15362631471202,34.048087488582404,31.32919375860741,30.02498703447855,-16.149894740699015,Normal_Contraction,297.3588,290.22,296.46,294.17,477.92,250.5,-0.01,-0.00339939,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,32.046,,,,,,,,,,,,,,,,,,,,,,,,,8,,29.212,,Unknown,Unknown,Falling,,False,Unknown,Bullish,1.3285098835156701,5.207722154676011,Falling,17.969007984069584,76.44399006147965,Moderate,16.66519982411188,True,0.5704915727821402,Ascending Triangle,63.0,,,False,-3.7351954427535112,Bullish,Unknown,2.4268425346749884,0.7784614338647596,55.19134868605406,NORMAL,NO_GAP,MID_RANGE,38.449949782390355,17.429141716566875,19.197959722100087,MID_RANGE,NEUTRAL,-0.01,-0.00339939,FLAT_DAY,EARLY,,False,29.212,32.94719544275351,3.7351954427535112,,,,,-11.336914698076493,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
GPI,2026-01-09 11:24:56.717189,2026-01-09,,schwab,401.82,50863.0,lastPrice,1767986227209,1767986389581,307.136,True,OPEN,OK,COMPUTED,32.723,16.88363234853948,18.654963831593268,19.03574829303465,27.529120613244885,27.76267217583864,16.88363234853948,18.654963831593268,19.03574829303465,27.529120613244885,27.76267217583864,29.239053340221226,32.29443084390714,30.935728733404783,-2.152115944495172,Normal_Compression,405.03,396.3,400.76,400.97,490.09,355.91,0.85,0.21198593,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,31.707,,,,,,,,,,,,,,,,,,,,,,,,,8,,32.723,,Unknown,Unknown,Falling,,False,Unknown,Neutral,-0.3727520864251227,0.6858020383068504,Falling,23.710827261755988,49.98862785343799,Moderate,17.1081774255239,True,0.5228181225903462,Ascending Triangle,63.0,,,False,13.687251706965348,Bidirectional,Unknown,2.1726146035538205,0.05237299548595564,63.23024054982825,NORMAL,NO_GAP,MID_RANGE,18.010977575547347,12.899328481919575,34.21523326874347,MID_RANGE,NEUTRAL,0.85,0.21198593,FLAT_DAY,EARLY,,False,32.723,19.03574829303465,13.687251706965348,,,,,71.90288238878236,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
WSO,2026-01-09 11:24:56.717189,2026-01-09,,schwab,372.98,234523.0,lastPrice,1767986450769,1767986434614,262.103,True,OPEN,OK,COMPUTED,32.905,31.15872409884129,26.015685004625706,29.655477270329857,33.35365859238654,32.15826674893557,31.15872409884129,26.015685004625706,29.655477270329857,33.35365859238654,32.15826674893557,32.16829016605897,30.197462600000797,29.45216143663904,1.5032468285114362,Normal_Compression,372.98,361.455,362.64,360.76,535.4,323.05,12.22,3.38729349,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,35.667,,,,,,,,,,,,,,,,,,,,,,,,,8,,32.905,,Unknown,Unknown,Rising,,False,Unknown,Bullish,7.235007951148371,7.715530320591178,Rising,15.602211857872812,68.80887157210795,Moderate,35.78735748148917,True,1.0875963373800082,,0.0,,,False,3.2495227296701437,Bullish,Unknown,3.0899780149069747,0.5211220756181382,100.0,NORMAL,NO_GAP,NEAR_HIGH,30.33619723571161,15.455811793839963,23.513068048033915,MID_RANGE,NEUTRAL,12.22,3.38729349,STRONG_UP_DAY,LATE_LONG,,False,32.905,29.655477270329857,3.2495227296701437,,,,,10.957580281202466,,,,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
TT,2026-01-09 11:24:56.717189,2026-01-09,,schwab,382.96,611003.0,lastPrice,1767986428573,1767986437597,259.12,True,OPEN,OK,COMPUTED,30.331,23.081929217455272,24.606884171526556,21.845869097306444,24.610499866551187,22.760454511510066,23.081929217455272,24.606884171526556,21.845869097306444,24.610499866551187,22.760454511510066,25.259707884601152,23.718005013609098,24.933653025026953,1.236060120148828,Normal_Compression,385.62,380.33,380.5,378.36,476.185,298.15,4.6,1.21577334,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,34.436,,,,,,,,,,,,,,,,,,,,,,,,,8,,30.331,,Unknown,Unknown,Rising,,False,Unknown,Bearish,-2.050218243567052,-6.22579807898899,Stable,53.11871929246511,46.608873383788286,Strong,22.021279427155097,True,0.7260320934738419,Ascending Triangle,63.0,,,False,8.485130902693555,Bearish,Unknown,1.3813453102151716,0.5655989005180215,49.71644612476342,NORMAL,NO_GAP,MID_RANGE,19.577475140964125,28.445413382525576,47.636700648748835,MID_RANGE,NEUTRAL,4.6,1.21577334,NORMAL,MODERATE,20.0,False,30.331,21.845869097306444,8.485130902693555,,,,,38.84089419788639,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
CVCO,2026-01-09 11:24:56.717189,2026-01-09,,schwab,666.495,140785.0,lastPrice,1767986423009,1767986321754,374.963,True,OPEN,OK,COMPUTED,44.316,28.885479650986092,24.009822152739513,28.554407035711225,40.88522306945364,44.537037818329,28.885479650986092,24.009822152739513,28.554407035711225,40.88522306945364,44.537037818329,42.40812868543913,40.99089709148638,39.822037814784586,0.3310726152748664,Normal_Compression,669.1,644.0,644.0,642.69,669.1,393.53,23.805,3.70396303,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,42.344,,,,,,,,,,,,,,,,,,,,,,,,,8,,44.316,,Unknown,Unknown,Stable,,False,Unknown,Bullish,10.160342321273177,15.053960554728052,Rising,14.86662943858907,75.17589332392717,Weak,30.790773124498227,True,0.6948003683657872,,0.0,,,False,15.761592964288777,Bullish,Unknown,3.7659697372073344,0.20383077377895178,89.62151394422304,NORMAL,NO_GAP,NEAR_HIGH,0.38932894933493023,69.3631997560542,99.05468664949014,NEAR_52W_HIGH,MOMENTUM,23.805,3.70396303,STRONG_UP_DAY,LATE_LONG,,False,44.316,28.554407035711225,15.761592964288777,,,,,55.198460064594336,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
MSI,2026-01-09 11:24:56.717189,2026-01-09,,schwab,382.52,453581.0,lastPrice,1767986454023,1767986413974,282.743,True,OPEN,OK,COMPUTED,24.001,13.565723591974994,16.409350932307245,14.841321139659632,22.469445875897197,20.68479248679597,13.565723591974994,16.409350932307245,14.841321139659632,22.469445875897197,20.68479248679597,19.99584965010349,19.038044242703418,20.515264558717742,-1.2755975476846384,Low_Compression,383.35,379.06,381.02,381.89,492.22,359.36,0.63,0.16496897,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,28.015,,,,,,,,,,,,,,,,,,,,,,,,,8,,24.001,,Unknown,Unknown,Falling,,False,Unknown,Bullish,1.9856153996806372,0.9949364747756437,Falling,38.13413970110935,62.716475684209314,Strong,12.877480587976118,True,0.5365393353600315,,0.0,,,False,9.15967886034037,Bullish,Unknown,1.121509986405945,0.22781429207363496,80.65268065267979,NORMAL,NO_GAP,NEAR_HIGH,22.28678233310309,6.444790739091709,17.431883185307818,NEAR_52W_LOW,CONTRARIAN,0.63,0.16496897,FLAT_DAY,EARLY,,False,24.001,14.841321139659632,9.15967886034037,,,,,61.717408943220505,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
DUOL,2026-01-09 11:24:56.717189,2026-01-09,,schwab,178.005,618295.0,lastPrice,1767986452675,1767986449396,247.321,True,OPEN,OK,COMPUTED,61.666,35.55197266269811,35.43986014079788,46.86801409242866,74.57672677339295,70.39655311094988,35.55197266269811,35.43986014079788,46.86801409242866,74.57672677339295,70.39655311094988,71.95361945849181,66.51767039538274,66.18799224774811,-11.316041429730546,High_Contraction,179.01,171.9,175.91,173.87,544.93,166.27,4.135,2.37821361,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.03968253968253968,,,,62.913,,,,,,,,,,,,,,,,,,,,,,,,,10,,61.666,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-3.1992024027447523,-9.284544774265852,Falling,20.265578361505174,42.59216319379808,Moderate,36.11615198588707,True,0.5856736611080186,,0.0,,,False,14.797985907571338,Bearish,Unknown,3.994269823881343,1.1732903893713647,85.86497890295362,NORMAL,NO_GAP,NEAR_HIGH,67.33433652028701,7.057797558188479,3.099086251518509,NEAR_52W_LOW,CONTRARIAN,4.135,2.37821361,STRONG_UP_DAY,LATE_LONG,-65.0,False,61.666,46.86801409242866,14.797985907571338,,,,,31.573742122694064,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
TMO,2026-01-09 11:24:56.717189,2026-01-09,,schwab,619.48,1415419.0,lastPrice,1767986448256,1767986444718,251.999,True,OPEN,OK,COMPUTED,28.956,23.296083044976275,19.50489124876073,18.30216212116876,18.609369177566055,26.004815753473064,23.296083044976275,19.50489124876073,18.30216212116876,18.609369177566055,26.004815753473064,29.36697845523642,29.258757782805827,30.320842038981908,4.993920923807515,Normal_Compression,619.7,604.55,608.61,606.5,628.08,385.46,12.98,2.14014839,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.03968253968253968,,,,29.58,,,,,,,,,,,,,,,,,,,,,,,,,10,,28.956,,Unknown,Unknown,Rising,,False,Unknown,Bullish,5.611335135268962,6.778913495482541,Rising,40.650211098266155,78.87310493761663,Strong,24.547759965135374,True,0.8477607392297063,,0.0,,,False,10.65383787883124,Bullish,Unknown,2.4455995350939643,0.34789777411376976,98.54785478547838,NORMAL,NO_GAP,NEAR_HIGH,1.3692523245446475,60.71187671872569,96.45536229494682,NEAR_52W_HIGH,MOMENTUM,12.98,2.14014839,STRONG_UP_DAY,LATE_LONG,20.0,False,28.956,18.30216212116876,10.65383787883124,,,,,58.210815794865745,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
MUSA,2026-01-09 11:24:56.717189,2026-01-09,,schwab,422.28,141272.0,lastPrice,1767986442159,1767986354972,341.745,True,OPEN,OK,COMPUTED,35.843,23.543528264284276,21.777837794331028,20.249123469311098,30.267089041835487,30.97524056648545,23.543528264284276,21.777837794331028,20.249123469311098,30.267089041835487,30.97524056648545,33.97948367882695,33.63727461564515,35.47655804816921,3.2944047949731825,Normal_Compression,425.515,412.53,422.42,428.98,523.09,345.2301,-6.7,-1.56184438,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,35.011,,,,,,,,,,,,,,,,,,,,,,,,,8,,35.843,,Unknown,Unknown,Rising,,False,Unknown,Bullish,3.996444161814203,9.829349215773938,Stable,21.08756974924425,72.50248887006516,Moderate,19.932593368345238,True,0.5561083996413592,,0.0,,,False,15.593876530688906,Bullish,Unknown,3.0749739509330336,1.5292088209240529,75.0866384289564,NORMAL,NO_GAP,NEAR_HIGH,19.27201819954502,22.31841893276397,43.32055736003448,MID_RANGE,NEUTRAL,-6.7,-1.56184438,NORMAL,MODERATE,,False,35.843,20.249123469311098,15.593876530688906,,,,,77.01013110183496,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
HUBB,2026-01-09 11:24:56.717189,2026-01-09,,schwab,470.96,160079.0,lastPrice,1767986455874,1767986390283,306.434,True,OPEN,OK,COMPUTED,29.502,31.365472170353716,30.847745064670857,26.50788263804819,29.37487479819062,27.278772790960836,31.365472170353716,30.847745064670857,26.50788263804819,29.37487479819062,27.278772790960836,26.939039402528604,26.092644321742643,27.4807320383155,4.857589532305525,Normal_Compression,471.52,462.23,463.48,460.87,484.26,299.425,10.09,2.18933756,,,2026-01-09 11:24:56.717189,4.078719193333334,historical_latest,2026-01-08,1,False,False,0.031746031746031744,,,,32.818,,,,,,,,,,,,,,,,,,,,,,,,,8,,29.502,,Unknown,Unknown,Rising,,False,Unknown,Bullish,3.7899093373508967,5.525176976574007,Stable,32.843838182855364,69.14162446487828,Strong,32.067212382860795,True,1.0869504570151447,,0.0,,,False,2.994117361951808,Bullish,Unknown,1.9725666723288526,0.5663202204526252,93.97201291711514,NORMAL,NO_GAP,NEAR_HIGH,2.7464585140213957,57.288135593220325,92.80439310736602,MID_RANGE,NEUTRAL,10.09,2.18933756,STRONG_UP_DAY,LATE_LONG,-73.0,False,29.502,26.50788263804819,2.994117361951808,,,,,11.295196235908298,,,,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
