Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,iv_30d,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts,Snapshot_Age_Hours,iv_surface_source,iv_surface_date,iv_surface_age_days,history_depth_ok,iv_data_stale,regime_confidence,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call_hist,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,iv_rank_252d,iv_percentile_252d,iv_history_count,iv_index_30d_hist,IV_30_D_Call,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20,Price_vs_SMA50,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,intraday_range_pct,gap_pct,intraday_position_pct,compression_tag,gap_tag,intraday_position_tag,pct_from_52w_high,pct_from_52w_low,52w_range_position,52w_regime_tag,52w_strategy_context,net_change,net_percent_change,momentum_tag,entry_timing_context,days_to_earnings,earnings_proximity_flag,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,SMA20,SMA50,Atr_Pct,Chart_Source,Universal_Data_Complete,Directional_Data_Complete,Completeness_Score,Completeness_Reason,Crossover_Age_Bucket,IV_Coverage_Pct,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,thesis,EXECUTABLE,Validation_Status,Data_Completeness_Pct,Missing_Required_Data,Theory_Compliance_Score,Evaluation_Notes,Execution_State,Strategy_Family,Strategy_Family_Rank
AZO,2026-01-08 08:33:39.714432,2026-01-08,,schwab,3309.27,79628.0,lastPrice,1767889860228,1767889860228,159.486,True,OPEN,OK,COMPUTED,23.858,18.991607018639225,20.47011856722861,29.371465990748906,25.478563336667825,23.868496460554653,18.991607018639225,20.47011856722861,29.371465990748906,25.478563336667825,23.868496460554653,22.988512829919365,23.025026684645848,22.6550500762792,-10.37985897210968,Normal_Contraction,3336.77,3285.43,3307.75,3318.08,4388.11,3162.0,-8.81,-0.265515,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,23.471,,,,,,,,,,,,,,,,,,,,,,,,,0,,23.858,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-2.5138912546983057,-8.852125734462646,Falling,55.584723504931354,40.40980625674936,Strong,18.92203200021792,True,0.7931105708868271,,0.0,,,False,-5.513465990748905,Bearish,Unknown,1.5513995533758245,0.31132462146783463,46.43552785352566,NORMAL,NO_GAP,MID_RANGE,24.585527710107534,4.657495256166983,12.011157237115757,NEAR_52W_LOW,CONTRARIAN,-8.81,-0.265515,FLAT_DAY,EARLY,54.0,False,23.858,29.371465990748906,5.513465990748905,,,,,-18.771504263646474,,,,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Long Put,1,Bearish + Cheap IV (gap_180d=nan),Natenberg Ch.3 - Directional with negative delta,Bearish,"gap_30d=-5.5, gap_60d=nan, gap_180d=nan",500.0,Defined (max loss = premium paid),"Short Delta, Long Vega, Short Theta",True,65,Bearish,Directional,Bearish + Cheap IV (gap_180d=nan),True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
AZO,2026-01-08 08:33:39.714432,2026-01-08,,schwab,3309.27,79628.0,lastPrice,1767889860228,1767889860228,159.486,True,OPEN,OK,COMPUTED,23.858,18.991607018639225,20.47011856722861,29.371465990748906,25.478563336667825,23.868496460554653,18.991607018639225,20.47011856722861,29.371465990748906,25.478563336667825,23.868496460554653,22.988512829919365,23.025026684645848,22.6550500762792,-10.37985897210968,Normal_Contraction,3336.77,3285.43,3307.75,3318.08,4388.11,3162.0,-8.81,-0.265515,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,23.471,,,,,,,,,,,,,,,,,,,,,,,,,0,,23.858,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-2.5138912546983057,-8.852125734462646,Falling,55.584723504931354,40.40980625674936,Strong,18.92203200021792,True,0.7931105708868271,,0.0,,,False,-5.513465990748905,Bearish,Unknown,1.5513995533758245,0.31132462146783463,46.43552785352566,NORMAL,NO_GAP,MID_RANGE,24.585527710107534,4.657495256166983,12.011157237115757,NEAR_52W_LOW,CONTRARIAN,-8.81,-0.265515,FLAT_DAY,EARLY,54.0,False,23.858,29.371465990748906,5.513465990748905,,,,,-18.771504263646474,,,,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Long Put LEAP,1,"Bearish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",Hull Ch.10 - Multi-year protective or directional,Bearish,"gap_30d=-5.5, gap_60d=nan, gap_180d=nan, IV_Rank=nan",3000.0,"Defined (max loss = premium, typically $2000-$5000)","Short Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bearish,Directional,"Bearish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
AZO,2026-01-08 08:33:39.714432,2026-01-08,,schwab,3309.27,79628.0,lastPrice,1767889860228,1767889860228,159.486,True,OPEN,OK,COMPUTED,23.858,18.991607018639225,20.47011856722861,29.371465990748906,25.478563336667825,23.868496460554653,18.991607018639225,20.47011856722861,29.371465990748906,25.478563336667825,23.868496460554653,22.988512829919365,23.025026684645848,22.6550500762792,-10.37985897210968,Normal_Contraction,3336.77,3285.43,3307.75,3318.08,4388.11,3162.0,-8.81,-0.265515,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,23.471,,,,,,,,,,,,,,,,,,,,,,,,,0,,23.858,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-2.5138912546983057,-8.852125734462646,Falling,55.584723504931354,40.40980625674936,Strong,18.92203200021792,True,0.7931105708868271,,0.0,,,False,-5.513465990748905,Bearish,Unknown,1.5513995533758245,0.31132462146783463,46.43552785352566,NORMAL,NO_GAP,MID_RANGE,24.585527710107534,4.657495256166983,12.011157237115757,NEAR_52W_LOW,CONTRARIAN,-8.81,-0.265515,FLAT_DAY,EARLY,54.0,False,23.858,29.371465990748906,5.513465990748905,,,,,-18.771504263646474,,,,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Put Debit Spread,1,Bearish + Defined Risk/Reward,Natenberg Ch.5 - Directional with limited risk,Bearish,Any IV regime,,Defined (max loss = debit paid),"Short Delta, Short Vega, Short Theta",True,60,Bearish,Directional,Bearish + Defined Risk/Reward,True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
MELI,2026-01-08 08:33:39.714432,2026-01-08,,schwab,2169.49,125365.0,lastPrice,1767889822603,1767889828982,190.732,True,OPEN,OK,COMPUTED,33.56,45.625194071634446,42.01880871671827,37.587634527198574,43.14063204724954,43.43839487554735,45.625194071634446,42.01880871671827,37.587634527198574,43.14063204724954,43.43839487554735,39.54137169175072,37.8090663434151,36.6727558872501,8.037559544435872,Normal,2200.7,2160.02,2176.7,2162.61,2645.22,1723.903,6.88,0.31813411,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,33.227,,,,,,,,,,,,,,,,,,,,,,,,,0,,33.56,,Unknown,Unknown,Rising,,False,Unknown,Bullish,7.313411974067111,4.236670840707318,Falling,43.40617555460848,81.4064023326207,Strong,47.29235870246056,True,1.4091882807646174,,0.0,,,False,-4.027634527198572,Bullish,Unknown,1.8750950684262124,0.651527552355704,23.279252704031066,NORMAL,NO_GAP,NEAR_LOW,17.98451546563235,25.84756798961425,48.36413525420674,MID_RANGE,NEUTRAL,6.88,0.31813411,FLAT_DAY,EARLY,47.0,False,33.56,37.587634527198574,4.027634527198572,,,,,-10.715317890739195,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Long Call,1,Bullish + Cheap IV (gap_180d=nan),Natenberg Ch.3 - Directional with positive vega,Bullish,"gap_30d=-4.0, gap_60d=nan, gap_180d=nan",500.0,Defined (max loss = premium paid),"Long Delta, Long Vega, Short Theta",True,65,Bullish,Directional,Bullish + Cheap IV (gap_180d=nan),True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
MELI,2026-01-08 08:33:39.714432,2026-01-08,,schwab,2169.49,125365.0,lastPrice,1767889822603,1767889828982,190.732,True,OPEN,OK,COMPUTED,33.56,45.625194071634446,42.01880871671827,37.587634527198574,43.14063204724954,43.43839487554735,45.625194071634446,42.01880871671827,37.587634527198574,43.14063204724954,43.43839487554735,39.54137169175072,37.8090663434151,36.6727558872501,8.037559544435872,Normal,2200.7,2160.02,2176.7,2162.61,2645.22,1723.903,6.88,0.31813411,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,33.227,,,,,,,,,,,,,,,,,,,,,,,,,0,,33.56,,Unknown,Unknown,Rising,,False,Unknown,Bullish,7.313411974067111,4.236670840707318,Falling,43.40617555460848,81.4064023326207,Strong,47.29235870246056,True,1.4091882807646174,,0.0,,,False,-4.027634527198572,Bullish,Unknown,1.8750950684262124,0.651527552355704,23.279252704031066,NORMAL,NO_GAP,NEAR_LOW,17.98451546563235,25.84756798961425,48.36413525420674,MID_RANGE,NEUTRAL,6.88,0.31813411,FLAT_DAY,EARLY,47.0,False,33.56,37.587634527198574,4.027634527198572,,,,,-10.715317890739195,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=-4.0, gap_60d=nan, gap_180d=nan, IV_Rank=nan",3000.0,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
MELI,2026-01-08 08:33:39.714432,2026-01-08,,schwab,2169.49,125365.0,lastPrice,1767889822603,1767889828982,190.732,True,OPEN,OK,COMPUTED,33.56,45.625194071634446,42.01880871671827,37.587634527198574,43.14063204724954,43.43839487554735,45.625194071634446,42.01880871671827,37.587634527198574,43.14063204724954,43.43839487554735,39.54137169175072,37.8090663434151,36.6727558872501,8.037559544435872,Normal,2200.7,2160.02,2176.7,2162.61,2645.22,1723.903,6.88,0.31813411,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,33.227,,,,,,,,,,,,,,,,,,,,,,,,,0,,33.56,,Unknown,Unknown,Rising,,False,Unknown,Bullish,7.313411974067111,4.236670840707318,Falling,43.40617555460848,81.4064023326207,Strong,47.29235870246056,True,1.4091882807646174,,0.0,,,False,-4.027634527198572,Bullish,Unknown,1.8750950684262124,0.651527552355704,23.279252704031066,NORMAL,NO_GAP,NEAR_LOW,17.98451546563235,25.84756798961425,48.36413525420674,MID_RANGE,NEUTRAL,6.88,0.31813411,FLAT_DAY,EARLY,47.0,False,33.56,37.587634527198574,4.027634527198572,,,,,-10.715317890739195,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Call Debit Spread,1,Bullish + Defined Risk/Reward,Natenberg Ch.5 - Directional with limited risk,Bullish,Any IV regime,,Defined (max loss = debit paid),"Long Delta, Short Vega, Short Theta",True,60,Bullish,Directional,Bullish + Defined Risk/Reward,True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
MKL,2026-01-08 08:33:39.714432,2026-01-08,,schwab,2152.99,7530.0,lastPrice,1767889859844,1767889856819,162.895,True,OPEN,OK,COMPUTED,,10.905924497356107,13.905244007747184,12.650648247196502,19.325991729191163,18.365752899647735,10.905924497356107,13.905244007747184,12.650648247196502,19.325991729191163,18.365752899647735,18.96434942252232,18.369747750632335,18.290632311138616,-1.744723749840395,Low_Compression,2167.18,2140.01,2154.43,2145.39,2207.59,1621.893,7.6,0.35424795,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,18.953,,,,,,,,,,,,,,,,,,,,,,,,,0,,18.953,,Unknown,Unknown,Falling,,False,Unknown,Neutral,-0.23423849953286488,3.465394203128304,Falling,36.76688700169323,49.9567915782858,Strong,11.069273584646403,True,0.5840380723181767,,0.0,,,False,6.302351752803498,Bidirectional,Unknown,1.2619659171663418,0.4213686089708614,47.773279352225785,NORMAL,NO_GAP,MID_RANGE,2.4732853473697727,32.74550170695599,90.67777366112506,MID_RANGE,NEUTRAL,7.6,0.35424795,FLAT_DAY,EARLY,-71.0,False,18.953,12.650648247196502,6.302351752803498,,,,,49.818409536445344,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=nan)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=6.3, gap_60d=nan, gap_180d=nan, IV_Rank=nan",8000.0,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=nan)",True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
MKL,2026-01-08 08:33:39.714432,2026-01-08,,schwab,2152.99,7530.0,lastPrice,1767889859844,1767889856819,162.895,True,OPEN,OK,COMPUTED,,10.905924497356107,13.905244007747184,12.650648247196502,19.325991729191163,18.365752899647735,10.905924497356107,13.905244007747184,12.650648247196502,19.325991729191163,18.365752899647735,18.96434942252232,18.369747750632335,18.290632311138616,-1.744723749840395,Low_Compression,2167.18,2140.01,2154.43,2145.39,2207.59,1621.893,7.6,0.35424795,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,18.953,,,,,,,,,,,,,,,,,,,,,,,,,0,,18.953,,Unknown,Unknown,Falling,,False,Unknown,Neutral,-0.23423849953286488,3.465394203128304,Falling,36.76688700169323,49.9567915782858,Strong,11.069273584646403,True,0.5840380723181767,,0.0,,,False,6.302351752803498,Bidirectional,Unknown,1.2619659171663418,0.4213686089708614,47.773279352225785,NORMAL,NO_GAP,MID_RANGE,2.4732853473697727,32.74550170695599,90.67777366112506,MID_RANGE,NEUTRAL,7.6,0.35424795,FLAT_DAY,EARLY,-71.0,False,18.953,12.650648247196502,6.302351752803498,,,,,49.818409536445344,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=nan),Natenberg Ch.9 - OTM volatility (requires significant price movement),Bidirectional,"gap_30d=6.3, gap_60d=nan, gap_180d=nan, IV_Rank=nan",5000.0,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,Expansion + Moderately Cheap IV (IV_Rank=nan),True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
FCNCA,2026-01-08 08:33:39.714432,2026-01-08,,schwab,2193.115,14316.0,lastPrice,1767889801281,1767889801286,218.428,True,OPEN,OK,COMPUTED,,11.84724614342676,19.05574208822527,16.7399840277739,25.17761735350606,26.121107402076532,11.84724614342676,19.05574208822527,16.7399840277739,25.17761735350606,26.121107402076532,26.298312673558073,25.9299614074214,26.44694200056468,-4.892737884347142,Normal_Compression,2196.05,2158.18,2158.18,2166.03,2412.929,1473.62,27.085,1.25044436,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,28.014,,,,,,,,,,,,,,,,,,,,,,,,,0,,28.014,,Unknown,Unknown,Falling,,False,Unknown,Bullish,2.504395176534371,11.523631358967936,Falling,63.694606587323285,69.05979039781027,Strong,12.681222143380527,True,0.45267445360821473,,0.0,Bullish Engulfing,Strong,True,11.274015972226099,Bullish,Unknown,1.726767634164207,0.3624141863224592,92.24980195405236,NORMAL,NO_GAP,NEAR_HIGH,9.10984119300652,48.82500237510348,76.59832919731416,MID_RANGE,NEUTRAL,27.085,1.25044436,NORMAL,MODERATE,15.0,False,28.014,16.7399840277739,11.274015972226099,,,,,67.34782992337973,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Long Call,1,Bullish + Cheap IV (gap_180d=nan),Natenberg Ch.3 - Directional with positive vega,Bullish,"gap_30d=11.3, gap_60d=nan, gap_180d=nan",500.0,Defined (max loss = premium paid),"Long Delta, Long Vega, Short Theta",True,65,Bullish,Directional,Bullish + Cheap IV (gap_180d=nan),True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
FCNCA,2026-01-08 08:33:39.714432,2026-01-08,,schwab,2193.115,14316.0,lastPrice,1767889801281,1767889801286,218.428,True,OPEN,OK,COMPUTED,,11.84724614342676,19.05574208822527,16.7399840277739,25.17761735350606,26.121107402076532,11.84724614342676,19.05574208822527,16.7399840277739,25.17761735350606,26.121107402076532,26.298312673558073,25.9299614074214,26.44694200056468,-4.892737884347142,Normal_Compression,2196.05,2158.18,2158.18,2166.03,2412.929,1473.62,27.085,1.25044436,,,2026-01-08 08:33:39.714432,0.06424674444444443,historical_latest,2026-01-06,2,False,False,0.0,,,,28.014,,,,,,,,,,,,,,,,,,,,,,,,,0,,28.014,,Unknown,Unknown,Falling,,False,Unknown,Bullish,2.504395176534371,11.523631358967936,Falling,63.694606587323285,69.05979039781027,Strong,12.681222143380527,True,0.45267445360821473,,0.0,Bullish Engulfing,Strong,True,11.274015972226099,Bullish,Unknown,1.726767634164207,0.3624141863224592,92.24980195405236,NORMAL,NO_GAP,NEAR_HIGH,9.10984119300652,48.82500237510348,76.59832919731416,MID_RANGE,NEUTRAL,27.085,1.25044436,NORMAL,MODERATE,15.0,False,28.014,16.7399840277739,11.274015972226099,,,,,67.34782992337973,,,,,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Unknown,Unknown,None,,False,,,,,Snapshot,True,False,0.8,Has_IV|Limited_Charts|Has_Trend,None,99.31972789115646,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=11.3, gap_60d=nan, gap_180d=nan, IV_Rank=nan",3000.0,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=nan)",True,Pending_Greeks,50.0,Contract selection not yet run (Step 9B pending),50.0,Pre-contract evaluation - awaiting Step 9B,DATA_BLOCKED,Other,1
