Ticker,Strategy,Underlying_Price,Selected_Expiration,Actual_DTE,Is_LEAP,Horizon_Class,Selected_Strikes,Bid_Ask_Spread_Pct,Open_Interest,Liquidity_Class,Liquidity_Context,Contract_Selection_Status,Actual_Risk_Per_Contract
AAPL,Long Call,273.3999938964844,,0,False,Unknown,[],0.0,0,Unknown,,Low_Liquidity,
AAPL,LEAP Call,273.3999938964844,2027-06-17,535,True,LEAP,[180.0],1.1209715086408245,965,Excellent,LEAP horizon,Success,10765.0
BKNG,LEAP Call,5440.14013671875,2027-06-17,535,True,LEAP,[5350.0],3.404255319148936,19,Thin,High-price underlying,Success,95600.0
