Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,iv_30d,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts,Snapshot_Age_Hours,iv_surface_source,iv_surface_date,iv_surface_age_days,history_depth_ok,iv_data_stale,regime_confidence,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call_hist,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,iv_rank_252d,iv_percentile_252d,iv_history_count,iv_index_30d_hist,IV_30_D_Call,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Regime,IV_Rank_Source,IV_Maturity_State,Trend_State,Price_vs_SMA20,Price_vs_SMA50,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,Signal_Type,intraday_range_pct,gap_pct,intraday_position_pct,compression_tag,gap_tag,intraday_position_tag,pct_from_52w_high,pct_from_52w_low,52w_range_position,52w_regime_tag,52w_strategy_context,net_change,net_percent_change,momentum_tag,entry_timing_context,days_to_earnings,earnings_proximity_flag,IVHV_gap_30D,IV30_Call,HV30
BKNG,2026-01-12 11:47:47.464242,2026-01-12,,schwab,5397.95,90921.0,lastPrice,1768247058330,1768247063454,204.01,True,OPEN,OK,COMPUTED,23.628,13.952539430524618,16.032281628017707,22.17442214698397,28.597784597415547,26.173830325194743,13.952539430524618,16.032281628017707,22.17442214698397,28.597784597415547,26.173830325194743,24.569188210644345,23.688965344808032,23.19825541115453,-8.221882716459353,Normal,5454.195,5360.8201,5454.195,5492.11,5839.414,4096.23,-94.16,-1.71445947,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.03968253968253968,,,,21.825,,,,,,,,,,,,,,,,,,,,,,,,,10,,23.628,,Unknown,Unknown,Falling,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,1.7032468117787956,,0.0,,,False,Bearish,1.7298215063125781,0.6903539805284301,39.76432638749813,NORMAL,NO_GAP,MID_RANGE,7.560073664925966,31.778489000861775,74.67484786459721,MID_RANGE,NEUTRAL,-94.16,-1.71445947,NORMAL,MODERATE,,False,1.4535778530160286,23.628,22.17442214698397
AZO,2026-01-12 11:47:47.464242,2026-01-12,,schwab,3498.325,133516.0,lastPrice,1768247083196,1768247083242,184.222,True,OPEN,OK,COMPUTED,24.173,26.36057198549541,22.485954810545593,30.0657520927892,26.432903632498135,24.535697624685827,26.36057198549541,22.485954810545593,30.0657520927892,26.432903632498135,24.535697624685827,23.43952904405384,23.386766592231304,22.94519490140667,-3.705180107293789,Normal_Compression,3508.43,3428.22,3439.0,3421.17,4388.11,3162.0,77.155,2.25522263,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.031746031746031744,,,,24.06,,,,,,,,,,,,,,,,,,,,,,,,,8,,24.173,,Unknown,Unknown,Falling,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,1.6648457232742888,,0.0,,,False,Bearish,2.292811559817914,0.5211667353566156,87.40182022191745,NORMAL,NO_GAP,NEAR_HIGH,20.277180836396532,10.6364642631246,27.430246878338803,MID_RANGE,NEUTRAL,77.155,2.25522263,STRONG_UP_DAY,LATE_LONG,,False,-5.892752092789202,24.173,30.0657520927892
MELI,2026-01-12 11:47:47.464242,2026-01-12,,schwab,2144.82,295212.0,lastPrice,1768247079107,1768247080511,186.953,True,OPEN,OK,COMPUTED,33.924,45.632749032344826,36.72849775030063,36.96730611528391,43.02267963678778,42.922932331801135,45.632749032344826,36.72849775030063,36.96730611528391,43.02267963678778,42.922932331801135,39.44333399820113,37.76403548489645,36.63550455214979,8.665442917060915,Normal,2165.025,2122.57,2164.27,2178.41,2645.22,1723.903,-33.59,-1.54195032,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.03968253968253968,,,,34.01,,,,,,,,,,,,,,,,,,,,,,,,,10,,33.924,,Unknown,Unknown,Rising,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,1.1863080906941805,,0.0,,,False,Bearish,1.9794201844443786,0.6490972773720225,52.40843245789668,NORMAL,NO_GAP,MID_RANGE,18.9171411073559,24.41651299406058,45.68644668447453,MID_RANGE,NEUTRAL,-33.59,-1.54195032,NORMAL,MODERATE,,False,-3.0433061152839116,33.924,36.96730611528391
MKL,2026-01-12 11:47:47.464242,2026-01-12,,schwab,2112.31,20272.0,lastPrice,1768247082872,1768247038735,228.729,True,OPEN,OK,COMPUTED,,11.191070145981293,14.052557529984307,12.238395578795554,19.234115597690764,18.376972828774065,11.191070145981293,14.052557529984307,12.238395578795554,19.234115597690764,18.376972828774065,18.83618241008856,18.391102755334487,18.30189908796117,-1.0473254328142634,Low_Compression,2149.74,2111.5,2137.75,2132.84,2207.59,1621.893,-20.53,-0.96256634,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.031746031746031744,,,,19.003,,,,,,,,,,,,,,,,,,,,,,,,,8,,19.003,,Unknown,Unknown,Falling,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,2.117787489802104,,0.0,,,False,Bearish,1.8103403383026062,0.23020948594361762,2.118200836819953,NORMAL,NO_GAP,NEAR_LOW,4.31601882595954,30.23732145092185,83.7322028284249,MID_RANGE,NEUTRAL,-20.53,-0.96256634,NORMAL,MODERATE,,False,6.764604421204446,19.003,12.238395578795554
FCNCA,2026-01-12 11:47:47.464242,2026-01-12,,schwab,2171.58,32101.0,lastPrice,1768247083571,1768247079389,188.075,True,OPEN,OK,COMPUTED,,10.875967621259363,12.989120003665407,16.703814596942294,24.537360397936823,26.106695328136222,10.875967621259363,12.989120003665407,16.703814596942294,24.537360397936823,26.106695328136222,26.27626633215097,25.894953061388705,26.331775844149917,-5.827846975682929,Normal,2185.37,2151.94,2160.0,2175.19,2412.929,1473.62,-3.61,-0.16596251,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.031746031746031744,,,,28.675,,,,,,,,,,,,,,,,,,,,,,,,,8,,28.675,,Unknown,Unknown,Falling,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,1.4034634932418268,,0.0,,,False,Bearish,1.5394321185496198,0.6983298010748511,58.74962608435528,NORMAL,NO_GAP,MID_RANGE,10.002324975165045,47.36363512981638,74.30568641416188,MID_RANGE,NEUTRAL,-3.61,-0.16596251,FLAT_DAY,EARLY,,False,11.971185403057707,28.675,16.703814596942294
FICO,2026-01-12 11:47:47.464242,2026-01-12,,schwab,1631.815,119757.0,lastPrice,1768247069346,1768247078549,188.915,True,OPEN,OK,COMPUTED,44.812,40.567132892092026,34.18352521869282,29.574170653946787,34.553014321123705,46.2096056256771,40.567132892092026,34.18352521869282,29.574170653946787,34.553014321123705,46.2096056256771,44.33856715167723,44.0735489250827,49.83367008504237,10.99296223814524,Normal_Expansion,1684.88,1620.0,1656.55,1665.53,2217.6,1300.0,-33.715,-2.02428056,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.031746031746031744,,,,41.121,,,,,,,,,,,,,,,,,,,,,,,,,8,,44.812,,Unknown,Unknown,Rising,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,0.8980700631239263,,0.0,,,False,Bearish,3.9759409001633217,0.5391677123798442,18.210542540074037,NORMAL,NO_GAP,NEAR_LOW,26.415268759018755,25.524230769230773,36.161181342632965,MID_RANGE,NEUTRAL,-33.715,-2.02428056,STRONG_DOWN_DAY,LATE_SHORT,,False,15.23782934605321,44.812,29.574170653946787
TDG,2026-01-12 11:47:47.464242,2026-01-12,,schwab,1383.21,115949.0,lastPrice,1768247083684,1768247080334,187.13,True,OPEN,OK,COMPUTED,,12.899431621740392,16.572491690706226,17.135595443209723,22.101226307880637,20.574857680079813,12.899431621740392,16.572491690706226,17.135595443209723,22.101226307880637,20.574857680079813,28.196863816570097,26.365501645401917,26.29253808727288,-4.236163821469331,Normal_Compression,1399.5,1376.14,1391.49,1392.09,1623.825,1183.6,-8.88,-0.63788979,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.031746031746031744,,,,24.149,,,,,,,,,,,,,,,,,,,,,,,,,8,,24.149,,Unknown,Unknown,Falling,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,1.6665002968532603,,0.0,,,False,Bearish,1.688825268758894,0.043100661595148956,30.265410958903967,NORMAL,NO_GAP,MID_RANGE,14.817791326035747,16.86465021966882,45.34272247146347,MID_RANGE,NEUTRAL,-8.88,-0.63788979,NORMAL,MODERATE,,False,7.013404556790277,24.149,17.135595443209723
NFLX,2026-01-12 11:47:47.464242,2026-01-12,,schwab,89.725,21516230.0,lastPrice,1768247083541,1768247083520,183.944,True,OPEN,OK,COMPUTED,41.113,17.133478352038807,16.692508210488434,27.19178478885196,35.72535620218998,32.15752487553512,17.133478352038807,16.692508210488434,27.19178478885196,35.72535620218998,32.15752487553512,30.115846342510388,29.574910269312028,28.96769845432069,-10.058306436813153,Normal_Contraction,90.335,89.4127,89.69,89.46,134.115,82.11,0.265,0.29622178,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.03571428571428571,,,,41.541,,,,,,,,,,,,,,,,,,,,,,,,,9,,41.113,,Unknown,Unknown,Falling,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,0.978870811390786,,0.0,,,False,Bearish,1.0279186402897664,0.25709814442209256,33.860999674725775,NORMAL,NO_GAP,MID_RANGE,33.09846027662828,9.274144440384843,14.642822805499458,NEAR_52W_LOW,CONTRARIAN,0.265,0.29622178,FLAT_DAY,EARLY,,False,13.921215211148038,41.113,27.19178478885196
MTD,2026-01-12 11:47:47.464242,2026-01-12,,schwab,1485.51,49926.0,lastPrice,1768247084543,1768247060625,206.839,True,OPEN,OK,COMPUTED,,22.09509320663474,19.988992986863323,20.89972990086913,23.75324308281018,25.889128056297505,22.09509320663474,19.988992986863323,20.89972990086913,23.75324308281018,25.889128056297505,26.942289749053337,26.658824335022786,29.61872458988924,1.195363305765614,Normal_Compression,1497.15,1468.6397,1485.52,1485.12,1525.17,946.69,0.39,0.0262605,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.031746031746031744,,,,30.03,,,,,,,,,,,,,,,,,,,,,,,,,8,,30.03,,Unknown,Unknown,Rising,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,1.3401370519050744,,0.0,,,False,Bearish,1.9192263936291338,0.026933850463268356,59.172649884427585,NORMAL,NO_GAP,MID_RANGE,2.6003658608548608,56.916202769650035,93.1441017839856,MID_RANGE,NEUTRAL,0.39,0.0262605,FLAT_DAY,EARLY,,False,9.130270099130872,30.03,20.89972990086913
TPL,2026-01-12 11:47:47.464242,2026-01-12,,schwab,311.56,111187.0,lastPrice,1768247071062,1768247061418,206.046,True,OPEN,OK,COMPUTED,39.335,56.02151032798468,53.40039993217235,47.834068889618685,45.36687198439223,44.120364067606424,56.02151032798468,53.40039993217235,47.834068889618685,45.36687198439223,44.120364067606424,43.22762908604903,40.86370683371469,40.65965732956086,8.187441438365994,High,314.789,308.6,312.0,311.87,487.59,269.23,-0.31,-0.09940039,,,2026-01-12 11:47:47.464242,-0.00012895611111111112,historical_latest,2026-01-08,4,False,True,0.01984126984126984,,,,40.603,,,,,,,,,,,,,,,,,,,,,,,,,5,,39.335,,Unknown,Unknown,Rising,,False,Unknown,Unknown,LOCAL,IMMATURE,Bearish,-4.480144056841224,-5.438451274723339,Falling,41.21154693719799,35.667521682597325,Strong,40.24431566870938,True,1.0231172154241612,,0.0,,,False,Bearish,1.9864552574142906,0.04168403501458796,47.826789465180106,NORMAL,NO_GAP,MID_RANGE,36.102052954326375,15.722616350332421,19.385418574830553,MID_RANGE,NEUTRAL,-0.31,-0.09940039,FLAT_DAY,EARLY,,False,-8.499068889618684,39.335,47.834068889618685
