Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,iv_30d,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts
BKNG,2026-01-09 08:51:11.010323,2026-01-09,,schwab,5438.66,56537.0,lastPrice,1767977222694,1767977222696,248.314,True,OPEN,OK,COMPUTED,21.575,,,,21.575,,,,,,,,,,,,,,,,,,,,,,,13.270797943363627,15.869909538001323,22.167983901475267,28.55152296011906,26.133436917533064,13.270797943363627,15.869909538001323,22.167983901475267,28.55152296011906,26.133436917533064,24.535038319160055,23.661995062757168,23.180799518115276,-8.89718595811164,Normal,5518.84,5393.0,5415.06,5445.0,5839.414,4096.23,-6.34,-0.1164371,,,2026-01-09 08:51:11.010323
AZO,2026-01-09 08:51:11.010323,2026-01-09,,schwab,3357.15,83946.0,lastPrice,1767977218782,1767977215786,255.224,True,OPEN,OK,COMPUTED,23.59,,,,23.59,,,,,,,,,,,,,,,,,,,,,,,22.045822218754704,20.292369118818986,28.82847690891961,25.7944065591412,24.09174615083029,22.045822218754704,20.292369118818986,28.82847690891961,25.7944065591412,24.09174615083029,23.112216642154692,23.126815069886877,22.726666432584462,-6.782654690164904,Normal,3387.65,3303.69,3303.69,3313.99,4388.11,3162.0,43.16,1.30235758,,,2026-01-09 08:51:11.010323
MELI,2026-01-09 08:51:11.010323,2026-01-09,,schwab,2173.02,81948.0,lastPrice,1767977222450,1767977198685,272.325,True,OPEN,OK,COMPUTED,33.319,,,,33.319,,,,,,,,,,,,,,,,,,,,,,,45.873841029185975,36.82450004805088,37.00406973893532,43.03191328799099,42.9263726131606,45.873841029185975,36.82450004805088,37.00406973893532,43.03191328799099,42.9263726131606,39.4466250011058,37.76614105364593,36.63902447944665,8.869771290250654,Normal,2193.06,2162.0,2191.498,2179.8,2645.22,1723.903,-6.78,-0.31103771,,,2026-01-09 08:51:11.010323
MKL,2026-01-09 08:51:11.010323,2026-01-09,,schwab,2131.57,13092.0,lastPrice,1767977214595,1767977181768,289.242,True,OPEN,OK,COMPUTED,19.07,,,,19.07,,,,,,,,,,,,,,,,,,,,,,,10.937548962197832,13.837093426141694,12.084584344829372,19.181955202229943,18.34335247126884,10.937548962197832,13.837093426141694,12.084584344829372,19.181955202229943,18.34335247126884,18.81363855328876,18.37232533135532,18.285307398797613,-1.1470353826315414,Low_Compression,2164.9699,2124.965,2138.69,2147.15,2207.59,1621.893,-15.58,-0.72561302,,,2026-01-09 08:51:11.010323
FCNCA,2026-01-09 08:51:11.010323,2026-01-09,,schwab,2194.28,13725.0,lastPrice,1767977165310,1767977142606,328.404,True,OPEN,OK,COMPUTED,28.075,,,,28.075,,,,,,,,,,,,,,,,,,,,,,,11.43048032695599,12.973598594350127,16.61172224388973,24.53016124863952,26.12190860508879,11.43048032695599,12.973598594350127,16.61172224388973,24.53016124863952,26.12190860508879,26.29254828258227,25.903131387195454,26.338792955444266,-5.18124191693374,Normal,2200.0,2169.52,2183.59,2177.72,2412.929,1473.62,16.56,0.76042834,,,2026-01-09 08:51:11.010323
FICO,2026-01-09 08:51:11.010323,2026-01-09,,schwab,1649.35,66913.0,lastPrice,1767977175360,1767977217374,253.636,True,OPEN,OK,COMPUTED,41.145,,,,41.145,,,,,,,,,,,,,,,,,,,,,,,38.74459680275187,33.19629046129424,28.824976233223747,34.25928482579669,46.0674596849109,38.74459680275187,33.19629046129424,28.824976233223747,34.25928482579669,46.0674596849109,44.22678277809229,43.98158565979175,49.76542873339704,9.919620569528124,Normal,1659.999,1597.5,1600.27,1585.6,2217.6,1300.0,63.75,4.02056004,,,2026-01-09 08:51:11.010323
TDG,2026-01-09 08:51:11.010323,2026-01-09,,schwab,1368.33,100040.0,lastPrice,1767977191083,1767977190538,280.472,True,OPEN,OK,COMPUTED,24.685,,,,24.685,,,,,,,,,,,,,,,,,,,,,,,13.75684125946516,16.62766062128564,16.987703203939667,22.049941521585005,20.533479801283814,13.75684125946516,16.62766062128564,16.987703203939667,22.049941521585005,20.533479801283814,28.158639114294324,26.341014671989623,26.275330814866177,-3.2308619444745066,Normal_Compression,1395.0,1355.59,1379.13,1377.42,1623.825,1183.6,-9.09,-0.65992943,,,2026-01-09 08:51:11.010323
NFLX,2026-01-09 08:51:11.010323,2026-01-09,,schwab,88.825,24152815.0,lastPrice,1767977222349,1767977222777,248.233,True,OPEN,OK,COMPUTED,42.353,,,,42.353,,,,,,,,,,,,,,,,,,,,,,,18.403499025267124,17.49137698281334,27.44025563546797,35.81954777294242,32.238377310970876,18.403499025267124,17.49137698281334,27.44025563546797,35.81954777294242,32.238377310970876,30.18427249926528,29.63249725137831,29.021571733062057,-9.036756610200849,Normal,90.05,88.32,90.03,90.53,134.115,82.11,-1.705,-1.88335358,,,2026-01-09 08:51:11.010323
MTD,2026-01-09 08:51:11.010323,2026-01-09,,schwab,1485.11,25236.0,lastPrice,1767977130626,1767977198640,272.37,True,OPEN,OK,COMPUTED,32.839,,,,32.839,,,,,,,,,,,,,,,,,,,,,,,21.5777375779328,19.63317962655716,20.581108788081867,23.65168324319073,25.82363867536153,21.5777375779328,19.63317962655716,20.581108788081867,23.65168324319073,25.82363867536153,26.897169978112384,26.620628678513025,29.59125466047581,0.9966287898509308,Normal_Compression,1485.73,1467.51,1467.87,1465.2,1525.17,946.69,19.91,1.35885886,,,2026-01-09 08:51:11.010323
TPL,2026-01-09 08:51:11.010323,2026-01-09,,schwab,310.92,107036.0,lastPrice,1767977203365,1767977194777,276.233,True,OPEN,OK,COMPUTED,44.186,,,,44.186,,,,,,,,,,,,,,,,,,,,,,,55.88332314335822,53.323402113355954,47.778384527381256,45.335649420246874,44.098638138544345,55.88332314335822,53.323402113355954,47.778384527381256,45.335649420246874,44.098638138544345,43.21091796645426,40.84922710888254,40.64716620341085,8.104938615976963,High,311.8,305.98,307.0,302.95,1462.78,280.95,7.97,2.63079716,,,2026-01-09 08:51:11.010323
