Ticker
A
ABNB
ACGL
ADM
ADSK
AEE
AEP
AES
AFL
AIG
AIZ
AJG
AKAM
ALB
ALGN
ALL
ALLE
AMCR
AME
AMT
AOS
APA
APD
APO
APTV
ARE
ATO
AVB
AVY
AWK
BALL
BAX
BBY
BDX
BEN
BF.B
BG
BIIB
BK
BKR
BLDR
BMY
BR
BRK.B
BRO
BXP
CAG
CAH
CARR
CBOE
CBRE
CCI
CCL
CDNS
CDW
CEG
CF
CFG
CHD
CHRW
CI
CINF
CL
CLX
CME
CMG
CMI
CMS
CNC
CNP
COO
COR
CPAY
CPB
CPRT
CPT
CRL
CSGP
CSX
CTAS
CTRA
CTSH
CTVA
CVS
CZR
D
DAL
DASH
DAY
DD
DDOG
DECK
DELL
DG
DGX
DHI
DLR
DLTR
DOC
DOV
DOW
DRI
DTE
DUK
DVA
DVN
DXCM
EA
EBAY
ECL
ED
EFX
EG
EIX
EL
EMN
EMR
ENPH
EOG
EPAM
EQIX
EQR
EQT
ERIE
ES
ESS
ETR
EVRG
EW
EXC
EXE
EXPD
EXPE
EXR
F
FANG
FAST
FCX
FDX
FE
FFIV
FI
FIS
FITB
FOX
FOXA
FRT
FSLR
FTNT
FTV
GD
GDDY
GEHC
GEN
GIS
GL
GLW
GM
GNRC
GPC
GPN
GRMN
HAL
HAS
HBAN
HIG
HII
HLT
HOLX
HPE
HPQ
HRL
HSIC
HST
HSY
HUM
HWM
ICE
IEX
IFF
INCY
INVH
IP
IPG
IQV
IR
IRM
ITW
IVZ
J
JBHT
JBL
JCI
JKHY
K
KDP
KEY
KEYS
KHC
KIM
KMB
KMI
KMX
KR
KVUE
L
LDOS
LEN
LH
LHX
LKQ
LNT
LULU
LUV
LVS
LW
LYB
LYV
MAA
MAR
MAS
MCHP
MDLZ
MDT
MET
MGM
MHK
MKC
MKTX
MMC
MMM
MNST
MO
MOH
MOS
MPC
MRNA
MTB
MTCH
NCLH
NDAQ
NDSN
NEM
NI
NKE
NRG
NSC
NTAP
NTRS
NUE
NVR
NWS
NWSA
NXPI
O
ODFL
OKE
OMC
ON
ORLY
OTIS
OXY
PAYC
PAYX
PCAR
PCG
PEG
PFG
PHM
PKG
PLD
PNC
PNR
PNW
PODD
POOL
PPG
PPL
PRU
PSA
PSKY
PSX
PTC
RCL
REG
RF
RJF
RL
RMD
ROK
ROL
ROST
RSG
RVTY
SBAC
SBUX
SJM
SLB
SMCI
SNA
SO
SOLV
SPG
SRE
STE
STLD
STT
STX
STZ
SW
SWK
SWKS
SYF
SYY
TAP
TECH
TEL
TER
TFC
TGT
TKO
TPR
TRGP
TRMB
TROW
TRV
TSCO
TSN
TTD
TTWO
TXT
UAL
UDR
UHS
UPS
USB
VICI
VLO
VLTO
VMC
VRSK
VRSN
VST
VTR
VTRS
WAB
WBA
WBD
WDAY
WDC
WEC
WELL
WM
WMB
WRB
WSM
WST
WTW
WY
WYNN
XEL
XYL
XYZ
YUM
ZBH
ZBRA
ZTS
