Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,iv_30d,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20,Price_vs_SMA50,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,intraday_range_pct,gap_pct,intraday_position_pct,compression_tag,gap_tag,intraday_position_tag,pct_from_52w_high,pct_from_52w_low,52w_range_position,52w_regime_tag,52w_strategy_context,net_change,net_percent_change,momentum_tag,entry_timing_context
MPWR,2026-01-02 12:43:37.738718,2026-01-02,,schwab,943.29,329777.0,lastPrice,1767386328336,1767386293667,324.071,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.231787264913777,31.23234522761265,31.23765424534945,47.44584717421142,42.66496779971852,28.231787264913777,31.23234522761265,31.23765424534945,47.44584717421142,42.66496779971852,43.04653350416988,41.92187776979309,43.602602405046575,-3.0058669804356732,Normal_Compression,957.1,926.18,927.605,906.36,1123.38,438.86,36.93,4.07453992,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-0.9468374409878623,-2.172060176729654,Stable,17.267736602559886,39.021490629245456,Moderate,25.419357065014804,True,,,0.0,,,False,,Bearish,Unknown,3.277889090311577,2.343991350015447,55.336351875808454,NORMAL,GAP_UP,MID_RANGE,16.031084762057375,114.94098345713894,73.69105358499385,MID_RANGE,NEUTRAL,36.93,4.07453992,STRONG_UP_DAY,LATE_LONG
META,2026-01-02 12:43:37.738718,2026-01-02,,schwab,651.42,10548354.0,lastPrice,1767386336105,1767386334612,283.126,True,OPEN,OK,COMPUTED,36.672,,,,36.672,,,,,,,,,,,,,,,,,,,,,,,17.67459982017064,21.697745103296704,24.24810269461496,34.79798875330081,30.303875905319096,17.67459982017064,21.697745103296704,24.24810269461496,34.79798875330081,30.303875905319096,32.86815843697815,31.464670444128544,32.94066106253418,-6.573502874444319,Normal,664.39,643.5,662.725,660.09,796.25,479.8,-8.67,-1.31345726,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-1.242252743815875,-0.2168077442548055,Stable,62.002818157964676,49.024622646909286,Strong,18.060301890502863,True,0.49248205416947166,,0.0,,,False,12.423897305385037,Bearish,Unknown,3.2068404408829925,0.3991879895165797,37.91287697462884,NORMAL,NO_GAP,MID_RANGE,18.189010989010995,35.769070446019164,54.23289619213144,MID_RANGE,NEUTRAL,-8.67,-1.31345726,NORMAL,MODERATE
MCK,2026-01-02 12:43:37.738718,2026-01-02,,schwab,824.25,277589.0,lastPrice,1767386331924,1767386262859,354.879,True,OPEN,OK,COMPUTED,27.697,,,,27.697,,,,,,,,,,,,,,,,,,,,,,,9.54566970734612,14.664999240923516,21.477899150988875,20.268838030851352,22.992357594986355,9.54566970734612,14.664999240923516,21.477899150988875,20.268838030851352,22.992357594986355,24.048154598069644,23.04221419527112,22.95336555883549,-11.932229443642756,Normal_Contraction,826.195,810.48,818.0,820.29,895.58,565.75,3.96,0.4827561,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Neutral,0.8575048524051561,-0.8390002625327101,Falling,33.67882482292906,55.781638337827,Strong,9.508040712860026,True,0.34328774642957816,,0.0,,,False,6.219100849011124,Bidirectional,Unknown,1.9065817409766495,0.2791695619841719,87.62328985046105,NORMAL,NO_GAP,NEAR_HIGH,7.964670939502897,45.69155987627044,78.37370766758632,MID_RANGE,NEUTRAL,3.96,0.4827561,FLAT_DAY,EARLY
PH,2026-01-02 12:43:37.738718,2026-01-02,,schwab,894.44,187976.0,lastPrice,1767386334939,1767386320761,296.977,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.744059953437525,18.81562784953825,17.608062551397158,25.00481664930404,22.410799180470313,12.744059953437525,18.81562784953825,17.608062551397158,25.00481664930404,22.410799180470313,22.9412622774125,21.761338301741343,22.28495871440718,-4.864002597959633,Normal_Compression,894.65,876.02,881.61,878.96,908.35,488.45,15.48,1.76117229,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bullish,1.3859777937158584,6.1847725967982425,Falling,22.129905370068396,47.13600853719136,Moderate,12.666664714283268,True,,,0.0,,,False,,Bullish,Unknown,2.082867492509279,0.30149267315918554,98.87278582930799,NORMAL,NO_GAP,NEAR_HIGH,1.531348048659654,83.1180264100727,96.687306501548,NEAR_52W_HIGH,MOMENTUM,15.48,1.76117229,NORMAL,MODERATE
GS,2026-01-02 12:43:37.738718,2026-01-02,,schwab,912.7,1814952.0,lastPrice,1767386336152,1767386334427,283.311,True,OPEN,OK,COMPUTED,30.354,,,,30.354,,,,,,,,,,,,,,,,,,,,,,,24.56461201759053,24.03055330117593,23.594677538196617,26.32408159467015,23.994565027995005,24.56461201759053,24.03055330117593,23.594677538196617,26.32408159467015,23.994565027995005,23.440298762151897,22.83423777854841,23.5794598169417,0.9699344793939132,Normal_Compression,913.545,880.75,884.0,879.0,919.098,439.38,33.7,3.83390216,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Stable,,False,Unknown,Bullish,3.179956613310469,10.407633964847882,Stable,50.503563592660036,51.12180422012359,Strong,25.570317720300885,True,0.842403561978681,Bull Flag,70.0,,,False,6.759322461803382,Bullish,Unknown,3.593185055330334,0.5688282138794084,97.42338771154165,NORMAL,NO_GAP,NEAR_HIGH,0.6961172802029719,107.72452091583595,98.66629978445673,NEAR_52W_HIGH,MOMENTUM,33.7,3.83390216,STRONG_UP_DAY,LATE_LONG
NEU,2026-01-02 12:43:37.738718,2026-01-02,,schwab,690.915,100363.0,lastPrice,1767386307447,1767386269769,347.969,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.101132849200795,22.721391758271125,20.659936111801592,32.50618472253193,28.92231562712021,16.101132849200795,22.721391758271125,20.659936111801592,32.50618472253193,28.92231562712021,26.80315799520313,25.99849836177568,25.357313556278555,-4.558803262600797,Normal_Compression,695.16,682.28,688.92,687.26,875.97,480.0,3.655,0.53182202,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-5.557089429571057,-7.893301252617864,Stable,53.65317357059029,14.951289226917552,Strong,15.253156814182056,True,,Descending Triangle,64.0,,,False,,Bearish,Unknown,1.8641945825463329,0.24153886447632164,67.04192546583846,NORMAL,NO_GAP,MID_RANGE,21.125723483680954,43.940625,53.26539889385559,MID_RANGE,NEUTRAL,3.655,0.53182202,NORMAL,MODERATE
TYL,2026-01-02 12:43:37.738718,2026-01-02,,schwab,435.7,259423.0,lastPrice,1767386326493,1767386313244,304.494,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.041067569308,20.777446668523737,24.792311668677037,28.069778252931883,26.333619772666104,24.041067569308,20.777446668523737,24.792311668677037,28.069778252931883,26.333619772666104,26.346989529738995,25.500799660602347,25.86154047172924,-0.751244099369039,Normal_Compression,451.74,431.68,450.63,453.95,661.31,431.68,-18.25,-4.02026655,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Stable,,False,Unknown,Bearish,-4.575906463029819,-6.745569959492319,Stable,27.58852769736552,34.47796236273449,Strong,23.585026791365575,True,,,0.0,,,False,,Bearish,Unknown,4.60408537984852,0.7313580790835981,20.03988035892314,NORMAL,NO_GAP,NEAR_LOW,34.115618998654185,0.9312453669384687,1.7506423376736413,NEAR_52W_LOW,CONTRARIAN,-18.25,-4.02026655,STRONG_DOWN_DAY,LATE_SHORT
MSCI,2026-01-02 12:43:37.738718,2026-01-02,,schwab,564.89,255258.0,lastPrice,1767386334381,1767386336145,281.593,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.036474556102416,15.28824152158968,15.1400728649085,25.79639660267138,25.58735125322593,16.036474556102416,15.28824152158968,15.1400728649085,25.79639660267138,25.58735125322593,28.06538876197275,26.536945818495703,25.41544605088738,0.8964016911939172,Normal_Compression,574.775,562.285,571.57,573.73,634.99,486.735,-8.84,-1.54079445,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Rising,,False,Unknown,Bullish,0.7559594175814273,0.3821690062478845,Falling,36.080062705690175,62.77359600410755,Strong,15.811677368100895,True,,Double Bottom,70.0,,,False,,Bullish,Unknown,2.2110499389261644,0.37648371185051643,20.856685348278752,NORMAL,NO_GAP,NEAR_LOW,11.039543929825669,16.056991997698947,52.716603149978056,MID_RANGE,NEUTRAL,-8.84,-1.54079445,NORMAL,MODERATE
LII,2026-01-02 12:43:37.738718,2026-01-02,,schwab,498.04,148358.0,lastPrice,1767386329727,1767386322920,294.818,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.283283710001783,20.21538918253335,27.14330813697725,34.114551768102494,31.739140385634386,18.283283710001783,20.21538918253335,27.14330813697725,34.114551768102494,31.739140385634386,33.41569434896723,31.72843482049416,33.26257871984214,-8.860024426975464,Normal,499.665,484.93,488.18,485.58,689.44,443.19,12.46,2.56600354,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bullish,0.2786524252099281,2.0717819255723637,Falling,20.853549923087808,39.157740099161416,Moderate,18.245902350894372,True,,Cup and Handle,65.0,,,False,,Bullish,Unknown,2.9585977029957458,0.5354421516536972,88.97183576518495,NORMAL,NO_GAP,NEAR_HIGH,27.761661638431196,12.376181773054451,22.274111675126907,MID_RANGE,NEUTRAL,12.46,2.56600354,STRONG_UP_DAY,LATE_LONG
ROP,2026-01-02 12:43:37.738718,2026-01-02,,schwab,434.12,579965.0,lastPrice,1767386332657,1767386328980,288.758,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.517764511967563,14.964173561817034,13.828019202393303,21.279179693840224,19.507624533622984,15.517764511967563,14.964173561817034,13.828019202393303,21.279179693840224,19.507624533622984,19.20928208018545,18.20863573218217,18.33969690429273,1.689745309574258,Low_Compression,445.0,428.189522,444.73,444.22,595.1668,428.189522,-10.1,-2.27364819,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Rising,,False,Unknown,Bearish,-2.6783909974405082,-3.2799846124026413,Stable,9.93252486055705,36.226232049887585,Weak,15.042102543227854,True,,,0.0,,,False,,Bearish,Unknown,3.8723113424859466,0.11480797802890254,35.27846144529619,NORMAL,NO_GAP,MID_RANGE,27.059103431172566,1.3850124057916564,3.551667670615636,NEAR_52W_LOW,CONTRARIAN,-10.1,-2.27364819,STRONG_DOWN_DAY,LATE_SHORT
CHE,2026-01-02 12:43:37.738718,2026-01-02,,schwab,425.705,78722.0,lastPrice,1767386329800,1767386311607,306.131,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.041211571625787,15.63313761761741,17.325051397592308,24.17188307823887,23.713520480100772,11.041211571625787,15.63313761761741,17.325051397592308,24.17188307823887,23.713520480100772,27.80206879208724,31.602170633768512,31.43653108969086,-6.283839825966519,Normal,432.1076,421.34,427.65,427.86,623.605,408.42,-2.155,-0.50366942,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-1.134366262434106,-2.439761647949735,Falling,35.60649038833141,41.83642035448319,Strong,11.688763995288097,True,,,0.0,,,False,,Bearish,Unknown,2.529357183965426,0.0490814752489217,40.53828151120029,NORMAL,NO_GAP,MID_RANGE,31.734832145348424,4.232162969492181,8.03262309175824,NEAR_52W_LOW,CONTRARIAN,-2.155,-0.50366942,NORMAL,MODERATE
HUBS,2026-01-02 12:43:37.738718,2026-01-02,,schwab,382.39,460503.0,lastPrice,1767386323572,1767386301952,315.786,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.19747337700494,33.61685373026784,32.19070281091172,49.65655526813706,48.69562950064845,32.19747337700494,33.61685373026784,32.19070281091172,49.65655526813706,48.69562950064845,47.03499980535438,44.31068701673161,46.20367096524113,0.0067705660932162,Normal_Compression,401.6,375.25,399.0,401.3,881.13,344.41,-18.91,-4.7121854,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Stable,,False,Unknown,Bearish,-1.5914791535912722,-5.101896442175602,Stable,25.1442347283522,47.41667029592841,Strong,32.020597300668676,True,,,0.0,Evening Star,Strong,True,,Bearish,Unknown,6.890870577159451,0.5731373037627738,27.096774193548313,EXPANSION,NO_GAP,NEAR_LOW,56.60231747869213,11.027554368340049,7.076315397227598,MID_RANGE,NEUTRAL,-18.91,-4.7121854,STRONG_DOWN_DAY,LATE_SHORT
MA,2026-01-02 12:43:37.738718,2026-01-02,,schwab,562.88,2215446.0,lastPrice,1767386336424,1767386333841,283.897,True,OPEN,OK,COMPUTED,22.341,,,,22.341,,,,,,,,,,,,,,,,,,,,,,,12.001557788308682,21.095264672235658,19.936609750746072,19.54586729041214,18.266777880361524,12.001557788308682,21.095264672235658,19.936609750746072,19.54586729041214,18.266777880361524,17.368426283058767,19.761174851375443,19.65686010285038,-7.93505196243739,Normal,570.88,559.49,570.71,570.88,601.77,465.59,-8.0,-1.40134529,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Neutral,-0.14956263982876047,1.2368919122211828,Rising,46.72180156430254,49.736968149866605,Strong,11.857594106378432,True,0.5307548501131745,Descending Triangle,64.0,,,False,2.404390249253929,Bidirectional,Unknown,2.023521887436041,0.02977858744393902,29.762949956101757,NORMAL,NO_GAP,NEAR_LOW,6.462601990793823,20.896067355398532,71.44220884123955,MID_RANGE,NEUTRAL,-8.0,-1.40134529,NORMAL,MODERATE
MLM,2026-01-02 12:43:37.738718,2026-01-02,,schwab,634.4,297359.0,lastPrice,1767386322397,1767386270436,347.302,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.03017236064602,18.366706974451276,17.665128339589394,18.68613885398339,18.68431142815256,18.03017236064602,18.366706974451276,17.665128339589394,18.68613885398339,18.68431142815256,19.87746210209381,19.453487973205252,20.264641814689483,0.3650440210566259,Normal_Compression,635.14,617.08,619.25,622.66,665.1825,441.945,11.74,1.88545916,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Stable,,False,Unknown,Bullish,0.7845093124276121,2.5936286057791587,Stable,18.823697945778665,51.35134190564861,Moderate,18.065262868241664,True,,,0.0,Bullish Engulfing,Strong,True,,Bullish,Unknown,2.846784363177797,0.5476504031092359,95.9025470653377,NORMAL,NO_GAP,NEAR_HIGH,4.627677366737704,43.54727398205659,86.2108740690968,MID_RANGE,NEUTRAL,11.74,1.88545916,NORMAL,MODERATE
FIX,2026-01-02 12:43:37.738718,2026-01-02,,schwab,1003.255,306515.0,lastPrice,1767386336074,1767386328366,289.372,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.754640389774416,56.962348346410785,53.689452971821225,60.16556155660323,53.34436388418505,42.754640389774416,56.962348346410785,53.689452971821225,60.16556155660323,53.34436388418505,55.76230629331326,51.26463835612953,49.69366241753282,-10.93481258204681,High_Contraction,1003.78,938.4,938.4,933.29,1036.665,276.44,69.965,7.49659806,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bullish,3.756368298504837,5.397137420209051,Falling,20.853774521414913,46.849831094450856,Moderate,44.07852151686072,True,,,0.0,,,False,,Bullish,Unknown,6.516787855530248,0.5475254208231111,99.19700214132766,EXPANSION,NO_GAP,NEAR_HIGH,3.2228347633999386,262.9196208942266,95.60524844618371,MID_RANGE,NEUTRAL,69.965,7.49659806,STRONG_UP_DAY,LATE_LONG
ISRG,2026-01-02 12:43:37.738718,2026-01-02,,schwab,564.045,794357.0,lastPrice,1767386334447,1767386334028,283.71,True,OPEN,OK,COMPUTED,41.293,,,,41.293,,,,,,,,,,,,,,,,,,,,,,,14.726815770991712,19.27454479331157,21.37004813617781,35.919004142183574,34.490937988364074,14.726815770991712,19.27454479331157,21.37004813617781,35.919004142183574,34.490937988364074,31.62774378131374,30.348130143188683,29.549927870697054,-6.643232365186098,Normal,567.39,555.4,566.78,566.36,616.0,425.0,-2.315,-0.40875062,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Neutral,-0.6084894804881706,0.4296066682899365,Stable,19.637514225363695,60.20949727813798,Moderate,15.26665069123539,True,0.36971522270688467,Descending Triangle,64.0,,,False,19.92295186382219,Bidirectional,Unknown,2.1257169197493124,0.07415777950419504,72.10175145954942,NORMAL,NO_GAP,NEAR_HIGH,8.434253246753254,32.71647058823529,72.7984293193717,MID_RANGE,NEUTRAL,-2.315,-0.40875062,FLAT_DAY,EARLY
IDXX,2026-01-02 12:43:37.738718,2026-01-02,,schwab,671.32,266473.0,lastPrice,1767386333771,1767386333706,284.032,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67876516421061,13.885955982792789,28.111402851128137,37.019226224635815,32.86241209784335,16.67876516421061,13.885955982792789,28.111402851128137,37.019226224635815,32.86241209784335,48.63809424300441,43.90833017552732,42.49158955870605,-11.432637686917529,Normal_Contraction,678.89,661.89,676.53,676.53,769.98,356.14,-5.21,-0.77010628,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-3.7052485738700236,-3.674652177381421,Stable,51.40056955747532,22.30915356388462,Strong,16.719012558090984,True,,Descending Triangle,64.0,,,False,,Bearish,Unknown,2.5323243758565215,0.0,55.47058823529449,NORMAL,NO_GAP,MID_RANGE,12.813319826488994,88.4989049250295,76.15986854823122,MID_RANGE,NEUTRAL,-5.21,-0.77010628,NORMAL,MODERATE
EME,2026-01-02 12:43:37.738718,2026-01-02,,schwab,638.705,181821.0,lastPrice,1767386295041,1767386328404,289.334,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.308880932415608,32.82448538056947,31.622783085064327,52.927285267711255,45.52906711722754,27.308880932415608,32.82448538056947,31.622783085064327,52.927285267711255,45.52906711722754,42.5842830474304,39.37030349679007,38.59104920824333,-4.313902152648719,Normal_Compression,640.9999,614.95,616.48,611.79,778.635,320.885,26.915,4.39938541,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bullish,2.4851460994154744,0.037345876650880905,Falling,24.706739953589707,49.614463404007026,Moderate,27.699933130277838,True,,,0.0,,,False,,Bullish,Unknown,4.078549565135701,0.766602919302384,91.19036925285707,NORMAL,NO_GAP,NEAR_HIGH,17.971193177804743,99.04482914439754,69.43091206990717,MID_RANGE,NEUTRAL,26.915,4.39938541,STRONG_UP_DAY,LATE_LONG
AMP,2026-01-02 12:43:37.738718,2026-01-02,,schwab,493.965,304565.0,lastPrice,1767386335459,1767386320095,297.643,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.492752695007182,17.2468256143321,18.26058286468412,23.070877139387232,21.723945967314787,11.492752695007182,17.2468256143321,18.26058286468412,23.070877139387232,21.723945967314787,22.51835721217532,21.3778307581328,22.35459653889309,-6.767830169676939,Normal,494.745,487.0,490.0,490.34,582.05,396.14,3.625,0.73928295,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bullish,0.6510692668546205,4.691059750352838,Falling,53.14963896233254,44.25995858116232,Strong,11.415683509543985,True,,,0.0,Piercing Line,Moderate,False,,Bullish,Unknown,1.5679248529754144,0.0693396418811386,89.92898644286599,NORMAL,NO_GAP,NEAR_HIGH,15.133579589382354,24.69455243095875,52.619547092679255,MID_RANGE,NEUTRAL,3.625,0.73928295,NORMAL,MODERATE
REGN,2026-01-02 12:43:37.738718,2026-01-02,,schwab,774.79,326305.0,lastPrice,1767386311922,1767386311921,305.817,True,OPEN,OK,COMPUTED,37.429,,,,37.429,,,,,,,,,,,,,,,,,,,,,,,16.243649843001005,25.616479135049865,32.884732360322374,36.420883982108435,35.69299151654965,16.243649843001005,25.616479135049865,32.884732360322374,36.420883982108435,35.69299151654965,34.22266192285227,42.53195157279453,44.0817748369482,-16.64108251732137,Normal_Contraction,779.75,765.77,774.25,771.87,792.77,476.4869,2.92,0.37830205,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bullish,3.1465059227283403,9.19996915251373,Falling,29.360943276086708,67.4967792365705,Strong,16.427763011954312,True,0.43890467316664383,,0.0,,,False,4.544267639677628,Bullish,Unknown,1.8043598910672594,0.30834207832925176,64.52074391988533,NORMAL,NO_GAP,MID_RANGE,2.2679970230962345,62.60468021261445,94.31521949797506,MID_RANGE,NEUTRAL,2.92,0.37830205,FLAT_DAY,EARLY
GEV,2026-01-02 12:43:37.738718,2026-01-02,,schwab,678.735,1686239.0,lastPrice,1767386332251,1767386332255,285.483,True,OPEN,OK,COMPUTED,47.988,,,,47.988,,,,,,,,,,,,,,,,,,,,,,,29.794181521519985,74.82830643279623,70.52604970965635,59.35240199912856,53.348658970367744,29.794181521519985,74.82830643279623,70.52604970965635,59.35240199912856,53.348658970367744,52.11024578811776,48.4522019057003,47.16803616005485,-40.73186818813636,High_Contraction,679.77,658.4,661.19,653.57,731.0,252.25,25.165,3.85039093,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bullish,2.991221556417457,11.436273188642337,Falling,25.370217846955704,44.20299133030947,Strong,30.537474816638678,True,0.6363564811335892,,0.0,,,False,-22.53804970965635,Bullish,Unknown,3.1485042026711465,1.165904187768717,95.15676181562954,NORMAL,NO_GAP,NEAR_HIGH,7.149794801641585,169.07234886025768,89.08302872062663,MID_RANGE,NEUTRAL,25.165,3.85039093,STRONG_UP_DAY,LATE_LONG
SPGI,2026-01-02 12:43:37.738718,2026-01-02,,schwab,513.19,1154273.0,lastPrice,1767386327900,1767386332017,285.721,True,OPEN,OK,COMPUTED,14.603,,,,14.603,,,,,,,,,,,,,,,,,,,,,,,17.144353302314784,15.894928768726684,14.904331177247323,20.07086775326416,21.722094869579777,17.144353302314784,15.894928768726684,14.904331177247323,20.07086775326416,21.722094869579777,21.033173942867485,19.711005575114143,20.248916669287215,2.24002212506746,Low_Compression,524.5525,512.56,521.81,522.59,579.05,427.14,-9.4,-1.79873323,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Rising,,False,Unknown,Bullish,0.591484570205566,2.7515465375593493,Stable,38.607008463007844,62.47107785463465,Strong,17.439553585442354,True,1.1942445788839522,,0.0,,,False,-0.3013311772473237,Bullish,Unknown,2.3368537968393897,0.14925658738209424,5.2532833020646725,NORMAL,NO_GAP,NEAR_LOW,11.37380191693289,20.145619703141843,56.64538213415844,MID_RANGE,NEUTRAL,-9.4,-1.79873323,NORMAL,MODERATE
DE,2026-01-02 12:43:37.738718,2026-01-02,,schwab,467.645,868444.0,lastPrice,1767386332636,1767386332648,285.09,True,OPEN,OK,COMPUTED,23.74,,,,23.74,,,,,,,,,,,,,,,,,,,,,,,9.791762978834676,16.064387893963918,25.22148102712843,22.24677060645498,20.848323043677553,9.791762978834676,16.064387893963918,25.22148102712843,22.24677060645498,20.848323043677553,23.830816958885496,22.913092941559743,23.494891581620394,-15.429718048293754,Normal_Contraction,470.475,458.92,466.0,465.57,533.78,403.01,2.075,0.44569023,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bearish,-1.013194961194939,-1.0630069958310766,Falling,14.238160917356852,41.08249143587064,Weak,8.914996793179885,True,0.37552640240858826,,0.0,,,False,-1.4814810271284315,Bearish,Unknown,2.4708913812828124,0.09235990291470816,75.5084379056682,NORMAL,NO_GAP,NEAR_HIGH,12.389935928659748,16.038063571623532,49.42647396191787,MID_RANGE,NEUTRAL,2.075,0.44569023,FLAT_DAY,EARLY
TDY,2026-01-02 12:43:37.738718,2026-01-02,,schwab,518.71,104451.0,lastPrice,1767386327132,1767386287868,329.87,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.819808746547949,18.52365488176512,19.811815201367462,22.07827050648236,21.073419867831593,14.819808746547949,18.52365488176512,19.811815201367462,22.07827050648236,21.073419867831593,20.332726867787347,19.11447526610862,19.095160852193455,-4.992006454819517,Normal_Compression,519.355,510.73,513.0,510.73,595.99,419.0,7.98,1.56246941,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Bullish,0.7205035468221188,1.2935825390770423,Falling,25.645650968779773,46.324553323595,Strong,14.879530811767856,True,,,0.0,,,False,,Bullish,Unknown,1.6627788166798403,0.4444618487263293,92.521739130435,NORMAL,NO_GAP,NEAR_HIGH,12.966660514438159,23.797136038186167,56.33651618735524,MID_RANGE,NEUTRAL,7.98,1.56246941,NORMAL,MODERATE
CASY,2026-01-02 12:43:37.738718,2026-01-02,,schwab,555.38,115544.0,lastPrice,1767386317361,1767386304158,313.58,True,OPEN,OK,COMPUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.459088364054963,27.519119295853695,29.6049927608896,24.69980806340562,23.652728230484392,22.459088364054963,27.519119295853695,29.6049927608896,24.69980806340562,23.652728230484392,21.6036280077729,25.24360472321337,25.039363995663788,-7.145904396834634,Normal,559.705,551.4081,551.83,552.71,575.98,372.085,2.67,0.48307431,,,2026-01-02 12:43:37.738718,5.081003116388889,,Unknown,Unknown,Falling,,False,Unknown,Neutral,-0.2319939879736017,1.5891457393199284,Falling,28.054604039544337,58.643086501953576,Strong,22.608126677989485,True,,Descending Triangle,64.0,,,False,,Bidirectional,Unknown,1.4939140768482932,0.1592155018002199,47.87209680724103,NORMAL,NO_GAP,MID_RANGE,3.5765130733706068,49.26159345310884,89.89676058755731,MID_RANGE,NEUTRAL,2.67,0.48307431,FLAT_DAY,EARLY
